link_id,src_bus_id,dst_bus_id,voltage,circuits,dc,underground,under_construction,length_m,tags,src_coord,dst_coord,src_country,dst_country
1444,755,1127,220,1,f,f,f,29269.7210691834,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9495'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'TN'  'country_2'=>'TN'  'shape_leng'=>'0',"(10.250244, 36.747688)","(10.162354, 37.002553)",TN,TN
1852,1129,1130,132,1,f,f,f,10243.9227092933,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9914'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'JO'  'country_2'=>'JO'  'shape_leng'=>'0',"(35.81543, 32.073266)","(35.81543, 31.980123)",JO,JO
1448,1059,1130,132,1,f,f,f,8221.89023906303,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9499'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'JO'  'country_2'=>'JO'  'shape_leng'=>'0',"(35.90332, 31.980123)","(35.81543, 31.980123)",JO,JO
1450,1093,1131,132,2,f,f,f,8481.55471435326,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9502'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'JO'  'country_2'=>'JO'  'shape_leng'=>'0',"(36.013184, 31.905541)","(35.925293, 31.924193)",JO,JO
9831,1066,1132,132,1,f,f,f,9417.85642550057,,"(36.199951, 32.203505)","(36.177979, 32.287133)",,
9832,1031,1132,132,1,f,f,f,12406.8565002766,,"(36.057129, 32.333559)","(36.177979, 32.287133)",,
1212,1082,1133,132,2,f,f,f,10524.5656329908,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9251'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'JO'  'country_2'=>'JO'  'shape_leng'=>'0',"(36.123047, 31.793555)","(36.23291, 31.774878)",JO,JO
1452,1062,1133,132,2,f,f,f,21368.3274054532,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9504'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'JO'  'country_2'=>'JO'  'shape_leng'=>'0',"(36.452637, 31.728167)","(36.23291, 31.774878)",JO,JO
2732,917,1134,220,2,f,f,f,36636.703861,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5170'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'5815'  'tie_line'=>'0'  'country_1'=>'PT'  'country_2'=>'PT',"(-9.14062499999999, 38.925229)","(-9.39331099999999, 38.719805)",PT,PT
1041,1098,1135,220,1,f,f,f,12329.6375278351,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'8971'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'SY'  'country_2'=>'SY'  'shape_leng'=>'0',"(36.419678, 33.614619)","(36.342773, 33.523079)",SY,SY
1453,637,1135,220,1,f,f,f,6441.6429197824,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9505'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'SY'  'country_2'=>'SY'  'shape_leng'=>'0',"(36.287842, 33.486435)","(36.342773, 33.523079)",SY,SY
1092,793,1136,220,1,f,f,f,18135.5681109952,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9128'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'TN'  'country_2'=>'TN'  'shape_leng'=>'0',"(10.546875, 35.737595)","(10.689697, 35.648369)",TN,TN
1462,773,1136,220,1,f,f,f,14798.4981374661,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9513'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'TN'  'country_2'=>'TN'  'shape_leng'=>'0',"(10.678711, 35.782171)","(10.689697, 35.648369)",TN,TN
2133,651,1137,220,2,f,f,f,14601.143174,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'10264'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'DZ'  'country_2'=>'DZ'  'shape_leng'=>'0',"(5.94360399999999, 36.782892)","(5.789795, 36.81808)",DZ,DZ
1252,651,1137,220,2,f,f,f,14424.54182,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9291'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'DZ'  'country_2'=>'DZ'  'shape_leng'=>'0',"(5.94360399999999, 36.782892)","(5.789795, 36.81808)",DZ,DZ
2108,648,1138,220,1,f,f,f,15637.589101,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'10238'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'DZ'  'country_2'=>'DZ'  'shape_leng'=>'0',"(6.82251000000001, 36.800488)","(6.723633, 36.90598)",DZ,DZ
2105,648,1138,220,1,f,f,f,15366.713124,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'10235'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'DZ'  'country_2'=>'DZ'  'shape_leng'=>'0',"(6.82251000000001, 36.800488)","(6.723633, 36.90598)",DZ,DZ
1428,932,1140,220,1,f,f,f,275844.172102085,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9478'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(32.299805, 25.99755)","(29.981689, 25.987675)",EG,EG
1429,625,1143,380,1,f,f,f,46703.704708,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9479'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'1'  'country_1'=>'LB'  'country_2'=>'SY'  'shape_leng'=>'0',"(36.112061, 33.541395)","(35.958252, 33.815666)",LB,SY
11461,6207,7018,220,1,f,f,f,39861.063737,,"(-8.60229499999999, 42.269179)","(-8.63783906982818, 42.3743005663906)",,
11462,6206,7018,220,1,f,f,f,39861.063737,,"(-8.72314500000001, 42.625876)","(-8.63783906982818, 42.3743005663906)",,
1491,1142,1144,220,1,f,f,f,40126.8870958249,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9545'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.958252, 33.815666)","(36.243896, 34.089061)",LB,LB
1485,1145,1146,220,2,f,f,f,21202.9769186503,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9539'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.969238, 34.443159)","(36.166992, 34.343436)",LB,LB
1509,978,1146,220,1,f,f,f,66615.866145318,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9563'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'SY'  'country_2'=>'SY'  'shape_leng'=>'0',"(35.90332, 34.894942)","(36.166992, 34.343436)",SY,SY
1489,1142,1147,220,2,f,f,f,29833.9738862892,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9543'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.958252, 33.815666)","(35.650635, 33.733477)",LB,LB
1498,1146,1149,220,2,f,f,f,31329.0988340116,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9552'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(36.166992, 34.343436)","(36.419678, 34.388779)",LB,LB
1490,1142,1150,220,1,f,f,f,67415.5462567669,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9544'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.958252, 33.815666)","(36.419678, 34.261757)",LB,LB
1507,1149,1150,220,2,f,f,f,14008.0366447309,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9561'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(36.419678, 34.388779)","(36.419678, 34.261757)",LB,LB
1492,1144,1150,220,1,f,f,f,25009.7380960918,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9546'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(36.243896, 34.089061)","(36.419678, 34.261757)",LB,LB
1488,1145,1151,220,2,f,f,f,17754.7630181331,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9542'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.969238, 34.443159)","(35.826416, 34.334364)",LB,LB
1508,1151,1153,220,1,f,f,f,13497.7518505797,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9562'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.826416, 34.334364)","(35.716553, 34.252676)",LB,LB
1496,1148,1154,220,1,f,f,f,28290.1051309493,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9550'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.804443, 33.961586)","(35.661621, 33.970698)",LB,LB
1499,1147,1154,220,1,f,f,f,26249.6224983989,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9553'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.650635, 33.733477)","(35.661621, 33.970698)",LB,LB
1501,1154,1155,220,1,f,f,f,11478.0374919374,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9555'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.661621, 33.970698)","(35.562744, 33.906896)",LB,LB
1502,1155,1156,220,1,f,f,f,8263.45397053057,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9556'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.562744, 33.906896)","(35.584717, 33.83392)",LB,LB
1497,1147,1156,220,1,f,f,f,12621.6319490471,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9551'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.650635, 33.733477)","(35.584717, 33.83392)",LB,LB
1486,1147,1157,220,1,f,f,f,28423.7536730472,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9540'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.650635, 33.733477)","(35.397949, 33.587167)",LB,LB
1506,1141,1158,220,2,f,f,f,20925.1147240449,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'9560'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.244141, 33.220308)","(35.332031, 33.394759)",LB,LB
1500,1157,1158,220,1,f,f,f,22119.6879661103,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9554'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.397949, 33.587167)","(35.332031, 33.394759)",LB,LB
1487,1147,1158,220,1,f,f,f,48666.7969023995,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9541'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'LB'  'country_2'=>'LB'  'shape_leng'=>'0',"(35.650635, 33.733477)","(35.332031, 33.394759)",LB,LB
1526,1161,1162,220,1,f,f,f,25272.5664905227,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9580'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(29.256592, 30.647364)","(29.520264, 30.666266)",EG,EG
1528,1159,1162,220,1,f,f,f,24075.8253831135,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9582'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(29.498291, 30.883369)","(29.520264, 30.666266)",EG,EG
1612,1166,1169,220,1,f,f,f,29886.6122430108,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9666'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.300049, 30.911651)","(31.234131, 30.647364)",EG,EG
1625,946,1172,220,1,f,f,f,70833.9885141272,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9679'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(32.596436, 29.916852)","(32.827148, 30.524413)",EG,EG
1598,1163,1173,220,1,f,f,f,36085.2442697822,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9652'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.970459, 30.533877)","(31.179199, 30.287532)",EG,EG
1571,1164,1174,220,1,f,f,f,40743.9214422694,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9626'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.201416, 30.145127)","(30.541992, 29.926374)",EG,EG
1644,1170,1174,220,1,f,f,f,72424.7195108731,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9700'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.26709, 29.945415)","(30.541992, 29.926374)",EG,EG
1628,947,1179,500,1,f,f,f,22346.3605791503,'text_'=>' '  'symbol'=>'500 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9682'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(32.596436, 29.916852)","(32.431641, 30.059586)",EG,EG
1804,916,1181,500,1,f,f,f,212455.610729091,'text_'=>' '  'symbol'=>'500 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9857'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.596924, 28.314053)","(31.168213, 28.960089)",EG,EG
1640,1175,1181,500,1,f,f,f,146236.723434907,'text_'=>' '  'symbol'=>'500 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9696'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.541992, 29.926374)","(31.168213, 28.960089)",EG,EG
1713,1180,1182,220,1,f,f,f,36759.3632444276,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9768'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.168213, 28.960089)","(31.102295, 28.632747)",EG,EG
702,1164,1183,220,1,f,f,f,17928.5092447782,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9612'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.201416, 30.145127)","(30.179443, 30.306503)",EG,EG
1525,1161,1184,220,1,f,f,f,27677.7143302676,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9579'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(29.256592, 30.647364)","(28.99292, 30.751278)",EG,EG
1580,1165,1186,220,1,f,f,f,27352.1923660166,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9635'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.234131, 31.090574)","(31.519775, 31.062345)",EG,EG
1588,1166,1186,220,1,f,f,f,36608.7472603958,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9642'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.300049, 30.911651)","(31.519775, 31.062345)",EG,EG
1581,1167,1186,220,1,f,f,f,16268.8217518737,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9636'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.651611, 30.968189)","(31.519775, 31.062345)",EG,EG
1531,1182,1189,220,1,f,f,f,108060.935575742,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9585'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.102295, 28.632747)","(30.080566, 28.940862)",EG,EG
1532,1189,1190,220,1,f,f,f,98156.0365311382,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9586'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.080566, 28.940862)","(30.805664, 28.439714)",EG,EG
1806,915,1190,220,1,f,f,f,27216.508639624,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9859'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.596924, 28.314053)","(30.805664, 28.439714)",EG,EG
1529,1191,1192,220,1,f,f,f,45246.4712417555,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9583'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(34.090576, 30.977609)","(33.826904, 30.637912)",EG,EG
1557,1183,1194,220,1,f,f,f,26717.4593738658,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9611'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.179443, 30.306503)","(30.300293, 30.524413)",EG,EG
1555,1194,1195,220,1,f,f,f,28457.7808948198,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9609'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.300293, 30.524413)","(30.003662, 30.543339)",EG,EG
1550,1195,1196,220,1,f,f,f,20511.3849641062,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9604'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.003662, 30.543339)","(30.058594, 30.722949)",EG,EG
1549,1162,1196,220,1,f,f,f,59498.2659367785,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9603'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(29.520264, 30.666266)","(30.058594, 30.722949)",EG,EG
1556,1196,1201,220,1,f,f,f,41539.9004710175,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9610'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.058594, 30.722949)","(30.421143, 30.930501)",EG,EG
1559,1201,1203,220,1,f,f,f,13129.862946275,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9614'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.421143, 30.930501)","(30.465088, 31.043522)",EG,EG
1734,1202,1203,220,1,f,f,f,15592.6782707405,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9788'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.454102, 31.184609)","(30.465088, 31.043522)",EG,EG
1562,1201,1204,220,1,f,f,f,17285.7591472444,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9617'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.421143, 30.930501)","(30.585938, 30.86451)",EG,EG
1599,1173,1205,220,1,f,f,f,46144.2883390795,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9653'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.179199, 30.287532)","(30.860596, 30.600094)",EG,EG
1642,1175,1206,500,1,f,f,f,80648.436760755,'text_'=>' '  'symbol'=>'500 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9698'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.541992, 29.926374)","(30.860596, 30.600094)",EG,EG
1566,1183,1205,220,1,f,f,f,77073.6724837145,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9621'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.179443, 30.306503)","(30.860596, 30.600094)",EG,EG
1589,1166,1207,220,1,f,f,f,47872.4671461378,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9643'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(31.300049, 30.911651)","(30.893555, 31.16581)",EG,EG
11893,1168,1209,220,1,f,f,f,34530.6165832174,,"(31.695557, 30.486551)","(31.607666, 30.760719)",,
1744,1164,1210,220,1,f,f,f,18957.2265769896,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9798'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.201416, 30.145127)","(30.366211, 30.240086)",EG,EG
1572,1210,1211,220,1,f,f,f,16390.6735139539,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9627'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.366211, 30.240086)","(30.498047, 30.334954)",EG,EG
1574,1204,1213,220,1,f,f,f,17952.8506106512,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9629'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'EG'  'country_2'=>'EG'  'shape_leng'=>'0',"(30.585938, 30.86451)","(30.739746, 30.958769)",EG,EG
