link_id,src_bus_id,dst_bus_id,voltage,circuits,dc,underground,under_construction,length_m,tags,src_coord,dst_coord,src_country,dst_country
4,1,2,380,1,f,f,f,77701.030928,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'450'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'464'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.7146, 36.129002)","(43.967285, 35.46067)",IQ,IQ
11875,3,4,380,1,f,f,f,119309.010354,,"(44.813232, 31.456782)","(43.967285, 32.184911)",,
11,4,5,380,2,f,f,f,59205.386857,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'457'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'471'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.967285, 32.184911)","(44.01123, 32.704111)",IQ,IQ
10,5,6,380,2,f,f,f,91727.865688,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'456'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'470'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.01123, 32.704111)","(44.439697, 33.449777)",IQ,IQ
8,6,8,380,1,f,f,f,30118.378222,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'454'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'468'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.439697, 33.449777)","(44.494629, 33.715202)",IQ,IQ
7,7,8,380,1,f,f,f,26997.853814,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'453'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'467'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.219971, 33.806538)","(44.494629, 33.715202)",IQ,IQ
6,7,9,380,1,f,f,f,19562.699136,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'452'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'466'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.219971, 33.806538)","(44.088135, 33.669497)",IQ,IQ
9,6,9,380,1,f,f,f,42833.623663,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'455'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'469'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.439697, 33.449777)","(44.088135, 33.669497)",IQ,IQ
16,3,10,380,1,f,f,f,115648.201433,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'462'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'476'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.813232, 31.456782)","(45.20874, 32.42634)",IQ,IQ
14,6,10,380,1,f,f,f,143142.850313,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'460'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'474'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(44.439697, 33.449777)","(45.20874, 32.42634)",IQ,IQ
17,11,12,300,1,f,f,f,106873.770162,'text_'=>' '  'symbol'=>'300-330 kV Transmission Line  1 Circuit'  'ogc_fid'=>'2563'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'2772'  'tie_line'=>'1'  'country_1'=>'AZ'  'country_2'=>'RU',"(48.153076, 42.032974)","(48.88916, 41.211722)",AZ,RU
19,13,15,380,1,f,f,f,77606.62118,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'4026'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'4351'  'tie_line'=>'1'  'country_1'=>'IR'  'country_2'=>'TR',"(44.472656, 38.030786)","(43.725586, 37.848833)",IR,TR
20,16,18,132,1,f,f,f,85021.983295,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'4027'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'4352'  'tie_line'=>'1'  'country_1'=>'IR'  'country_2'=>'TR',"(44.088135, 39.707187)","(44.813232, 39.172659)",IR,TR
21,19,20,132,1,f,f,f,43077.290028,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'4028'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'4353'  'tie_line'=>'1'  'country_1'=>'IR'  'country_2'=>'TR',"(44.527588, 38.728376)","(44.099121, 38.942321)",IR,TR
18,17,21,132,1,f,f,f,30098.851702,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'2905'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'3124'  'tie_line'=>'1'  'country_1'=>'AZ'  'country_2'=>'RU',"(48.482666, 41.828642)","(48.702393, 41.599013)",AZ,RU
31,1,28,380,1,f,f,f,43498.470134,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'449'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'463'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.7146, 36.129002)","(43.26416, 35.995785)",IQ,IQ
26,28,29,380,1,f,f,f,60020.844798,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'443'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'457'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.26416, 35.995785)","(42.758789, 36.332828)",IQ,IQ
29,28,30,380,2,f,f,f,109675.041572,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'447'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'461'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.26416, 35.995785)","(43.406982, 35.083956)",IQ,IQ
28,30,32,380,1,f,f,f,71594.407507,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'445'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'459'  'tie_line'=>'0'  'country_1'=>'IQ'  'country_2'=>'IQ',"(43.406982, 35.083956)","(42.868652, 34.615127)",IQ,IQ
1520,24,34,132,1,f,f,f,18686.2439847772,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'9574'  't9_code'=>' '  'visible'=>'1'  'objectid'=>'0'  'tie_line'=>'0'  'country_1'=>'IL'  'country_2'=>'IL'  'shape_leng'=>'0',"(35.046387, 32.500496)","(35.079346, 32.333559)",IL,IL
49,24,34,132,1,f,f,f,19055.696878,'text_'=>'161'  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'480'  't9_code'=>'1'  'visible'=>'1'  'objectid'=>'495'  'tie_line'=>'1'  'country_1'=>'IL'  'country_2'=>'PA',"(35.046387, 32.500496)","(35.079346, 32.333559)",IL,PA
58,25,42,380,2,f,f,f,21025.590539,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'489'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'504'  'tie_line'=>'0'  'country_1'=>'IL'  'country_2'=>'IL',"(35.046387, 32.500496)","(34.94751, 32.639375)",IL,IL
70,44,45,380,2,f,f,f,34211.483835,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'528'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'546'  'tie_line'=>'0'  'country_1'=>'IL'  'country_2'=>'IL',"(35.134277, 32.898038)","(35.441895, 32.98102)",IL,IL
78,46,47,380,1,f,f,f,210101.786471,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'775'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'800'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(38.913574, 23.513626)","(37.540283, 24.786735)",SA,SA
71,47,48,380,1,f,f,f,149958.205454,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'768'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'793'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(37.540283, 24.786735)","(38.891602, 24.437148)",SA,SA
82,46,57,380,1,f,f,f,142760.966697,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'779'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'804'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(38.913574, 23.513626)","(39.880371, 22.755921)",SA,SA
79,46,58,380,1,f,f,f,210685.990456,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'776'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'801'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(38.913574, 23.513626)","(40.023193, 22.08564)",SA,SA
83,51,58,380,1,f,f,f,36344.648241,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'780'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'805'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(39.715576, 21.983801)","(40.023193, 22.08564)",SA,SA
91,50,58,380,1,f,f,f,15893.689098,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'788'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'813'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(40.155029, 22.136532)","(40.023193, 22.08564)",SA,SA
87,58,59,380,1,f,f,f,64234.324892,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'784'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'809'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(40.023193, 22.08564)","(39.726562, 21.667639)",SA,SA
84,59,60,380,1,f,f,f,77520.799074,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'781'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'806'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(39.726562, 21.667639)","(39.748535, 22.156883)",SA,SA
86,60,61,380,1,f,f,f,14316.489451,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'783'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'808'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(39.748535, 22.156883)","(39.715576, 22.278931)",SA,SA
85,60,62,380,1,f,f,f,14636.264614,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'782'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'807'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(39.748535, 22.156883)","(39.649658, 22.23826)",SA,SA
90,57,65,380,1,f,f,f,91973.792464,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'787'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'812'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(39.880371, 22.755921)","(40.297852, 22.09582)",SA,SA
95,65,66,380,1,f,f,f,20839.017998,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'792'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'817'  'tie_line'=>'0'  'country_1'=>'SA'  'country_2'=>'SA',"(40.297852, 22.09582)","(40.407715, 21.943046)",SA,SA
121,68,69,132,1,f,f,f,37111.540045,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3349'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3641'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.09082, 35.110922)","(33.486328, 35.110922)",CY,CY
681,69,71,132,1,f,f,f,22945.625491,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'7576'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3650'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.486328, 35.110922)","(33.387451, 34.921971)",CY,CY
116,71,72,132,1,f,f,f,10245.83972,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3344'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3632'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.387451, 34.921971)","(33.497314, 34.903953)",CY,CY
123,75,76,132,1,f,f,f,39873.912386,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3351'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3647'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.024902, 34.660322)","(32.607422, 34.723555)",CY,CY
114,75,77,132,1,f,f,f,22053.70597,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3342'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3628'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.024902, 34.660322)","(33.21167, 34.732584)",CY,CY
115,77,78,132,1,f,f,f,15633.267701,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3343'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3630'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.21167, 34.732584)","(33.376465, 34.759666)",CY,CY
124,71,78,132,1,f,f,f,17920.398261,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3352'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3650'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.387451, 34.921971)","(33.376465, 34.759666)",CY,CY
113,70,79,220,1,f,f,f,34611.736887,'text_'=>'132'  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3341'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3627'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.321533, 35.038992)","(33.376465, 34.759666)",CY,CY
119,74,80,132,1,f,f,f,23545.731381,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3347'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3636'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(34.046631, 35.029996)","(33.804932, 34.966999)",CY,CY
120,69,80,132,1,f,f,f,35886.029464,'text_'=>' '  'symbol'=>'132-150 kV Transmission Line  1 Circuit'  'ogc_fid'=>'3348'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'3639'  'tie_line'=>'0'  'country_1'=>'CY'  'country_2'=>'CY',"(33.486328, 35.110922)","(33.804932, 34.966999)",CY,CY
626,85,86,220,1,f,f,f,58415.083684,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6935'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7658'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.511719, 41.319076)","(19.588623, 40.780541)",AL,AL
739,86,87,220,2,f,f,f,32376.850014,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits with 1 Circuit Mounted'  'ogc_fid'=>'8379'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7664'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.588623, 40.780541)","(19.610596, 40.488737)",AL,AL
737,88,90,220,2,f,f,f,21251.746941,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'8377'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7666'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(20.181885, 41.054502)","(19.962158, 41.162114)",AL,AL
627,86,90,220,1,f,f,f,51317.056821,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6936'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7659'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.588623, 40.780541)","(19.962158, 41.162114)",AL,AL
736,90,91,220,2,f,f,f,26547.427759,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'8376'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7667'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.962158, 41.162114)","(19.852295, 41.385052)",AL,AL
630,90,92,220,1,f,f,f,54157.744432,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6940'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7663'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.962158, 41.162114)","(20.203857, 41.623655)",AL,AL
637,89,94,380,1,f,f,f,53957.859047,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6947'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7672'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(20.181885, 41.054502)","(19.731445, 41.360319)",AL,AL
635,88,93,220,2,f,f,f,51135.946654,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6945'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7670'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(20.181885, 41.054502)","(19.731445, 41.360319)",AL,AL
628,85,93,220,1,f,f,f,19277.683947,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6937'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7660'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(19.511719, 41.319076)","(19.731445, 41.360319)",AL,AL
638,89,95,380,1,f,f,f,82695.131203,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6948'  't9_code'=>'291.1.1'  'visible'=>'1'  'objectid'=>'7673'  'tie_line'=>'0'  'country_1'=>'AL'  'country_2'=>'AL',"(20.181885, 41.054502)","(20.895996, 40.622292)",AL,AL
577,101,103,380,1,f,f,f,78531.425893,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5749'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6429'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(21.137695, 39.27479)","(21.588135, 38.659778)",GR,GR
591,105,106,380,2,f,f,f,47349.95319,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5763'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6443'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.192139, 38.462192)","(22.70874, 38.401949)",GR,GR
586,103,106,380,2,f,f,f,99952.258136,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5758'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6438'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(21.588135, 38.659778)","(22.70874, 38.401949)",GR,GR
603,106,107,380,2,f,f,f,139519.067613,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5775'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6455'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.70874, 38.401949)","(21.994629, 39.487085)",GR,GR
576,101,107,380,1,f,f,f,82848.969383,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5748'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6428'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(21.137695, 39.27479)","(21.994629, 39.487085)",GR,GR
606,105,108,380,2,f,f,f,153617.468959,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5778'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6458'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.192139, 38.462192)","(22.434082, 39.529467)",GR,GR
605,105,108,380,2,f,f,f,148665.836773,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5777'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6457'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.192139, 38.462192)","(22.434082, 39.529467)",GR,GR
582,110,111,380,2,f,f,f,28568.375584,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5754'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6434'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.631592, 37.996163)","(23.741455, 38.22092)",GR,GR
2325,105,111,380,2,f,f,f,54046.793774,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'10467'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6445'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.192139, 38.462192)","(23.741455, 38.22092)",GR,GR
589,109,112,380,2,f,f,f,15181.712338,'text_'=>'150'  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5761'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6441'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.796387, 37.857507)","(23.950195, 37.926868)",GR,GR
581,112,113,380,2,f,f,f,26979.650932,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5753'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6433'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.950195, 37.926868)","(23.928223, 38.134557)",GR,GR
583,112,113,380,2,f,f,f,22979.446135,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5755'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6435'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.950195, 37.926868)","(23.928223, 38.134557)",GR,GR
593,111,113,380,2,f,f,f,19746.456492,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5765'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6445'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.741455, 38.22092)","(23.928223, 38.134557)",GR,GR
597,114,116,380,2,f,f,f,104255.210916,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5769'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6449'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(24.290771, 40.979898)","(25.510254, 41.203456)",GR,GR
578,114,117,380,1,f,f,f,95505.449839,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5750'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6430'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(24.290771, 40.979898)","(23.192139, 40.722283)",GR,GR
598,104,117,380,1,f,f,f,21084.200514,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5770'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6450'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.939453, 40.663973)","(23.192139, 40.722283)",GR,GR
600,104,121,380,1,f,t,f,27630.599843,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit  underground'  'ogc_fid'=>'5772'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6452'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.939453, 40.663973)","(22.609863, 40.647304)",GR,GR
579,104,122,380,2,f,f,f,79198.364118,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5751'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6431'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.939453, 40.663973)","(22.049561, 40.497092)",GR,GR
587,108,122,380,2,f,f,f,114179.928068,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5759'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6439'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.434082, 39.529467)","(22.049561, 40.497092)",GR,GR
588,122,123,380,2,f,f,f,58451.45658,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5760'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6440'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(22.049561, 40.497092)","(21.697998, 40.313043)",GR,GR
573,95,123,380,1,f,f,f,76851.185673,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5745'  't9_code'=>'291.1.1'  'visible'=>'1'  'objectid'=>'6425'  'tie_line'=>'1'  'country_1'=>'AL'  'country_2'=>'GR',"(20.895996, 40.622292)","(21.697998, 40.313043)",AL,GR
601,123,124,380,2,f,f,f,41297.481197,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5773'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6453'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(21.697998, 40.313043)","(21.730957, 40.647304)",GR,GR
602,117,124,380,2,f,f,f,125997.158634,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5774'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6454'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(23.192139, 40.722283)","(21.730957, 40.647304)",GR,GR
594,115,124,380,2,f,f,f,29421.463392,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5766'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6446'  'tie_line'=>'0'  'country_1'=>'GR'  'country_2'=>'GR',"(21.478271, 40.838749)","(21.730957, 40.647304)",GR,GR
