link_id,src_bus_id,dst_bus_id,voltage,circuits,dc,underground,under_construction,length_m,tags,src_coord,dst_coord,src_country,dst_country,src_x,src_y,dst_x,dst_y
3865,2356,4335,380.0,2,f,f,f,93189.180305,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'1071'  't9_code'=>'172.1.1/2'  'visible'=>'1'  'objectid'=>'1122'  'tie_line'=>'1'  'country_1'=>'CZ'  'country_2'=>'AT',"(16.160889, 48.994636)","(15.688477, 48.290503)",CZ,AT,1799021.9342466162,6273951.284440889,1746433.2709619845,6155320.97741917
8214,4327,4335,380.0,3,f,f,f,81444.313669,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  >= 3 Circuits'  'ogc_fid'=>'6888'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7606'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(16.402588, 48.319734)","(15.688477, 48.290503)",AT,AT,1825927.7438518598,6160212.976783776,1746433.2709619845,6155320.97741917
8247,4329,4340,380.0,2,f,f,f,94208.259754,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6921'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7641'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(16.358643, 48.129434)","(16.094971, 47.286682)",AT,AT,1821035.8088289492,6128415.116839434,1791683.9760525052,5988994.058454819
8407,4290,4341,380.0,1,f,f,f,33858.372367,'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'7451'  't9_code'=>'0'  'visible'=>'1'  'tie_line'=>'0'  'country_1'=>'AT',"(15.358887, 48.429201)","(15.424805, 48.114767)",AT,,1709743.479991429,6178557.944907341,1717081.43818554,6125969.256266499
8707,4343,5983,380.0,2,f,f,f,25285.645077,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'8145'  't9_code'=>'212.1.1'  'visible'=>'1'  'objectid'=>'7649'  'tie_line'=>'1'  'country_1'=>'AT'  'country_2'=>'HU',"(16.66626, 48.114767)","(16.973877, 47.989922)",AT,HU,1855279.5766283036,6125969.256266499,1889523.3444276582,6105178.378513223
8213,4335,4341,380.0,2,f,f,f,36207.194058,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6887'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7605'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(15.688477, 48.290503)","(15.424805, 48.114767)",AT,AT,1746433.2709619845,6155320.97741917,1717081.43818554,6125969.256266499
8256,4327,4343,380.0,3,f,f,f,32926.104894,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  >= 3 Circuits'  'ogc_fid'=>'6930'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7652'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(16.402588, 48.319734)","(16.66626, 48.114767)",AT,AT,1825927.7438518598,6160212.976783776,1855279.5766283036,6125969.256266499
8255,4340,4345,380.0,2,f,f,f,38508.21381,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6929'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7651'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(16.094971, 47.286682)","(15.754395, 47.040182)",AT,AT,1791683.9760525052,5988994.058454819,1753771.2291560953,5948635.265611631
8253,4333,4345,380.0,2,f,f,f,29900.430688,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6927'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7648'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(15.457764, 46.852678)","(15.754395, 47.040182)",AT,AT,1720750.4172825955,5918060.437496299,1753771.2291560953,5948635.265611631
6551,4333,5472,380.0,2,f,f,f,49730.992728,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'4865'  't9_code'=>'182.1/2.1'  'visible'=>'1'  'objectid'=>'5480'  'tie_line'=>'1'  'country_1'=>'AT'  'country_2'=>'SI',"(15.457764, 46.852678)","(15.699463, 46.460566)",AT,SI,1720750.4172825955,5918060.437496299,1747656.2268878391,5854464.9438197855
6452,4295,5610,380.0,2,f,f,f,34655.873966,'text_'=>'220'  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'4237'  't9_code'=>'141.2.1'  'visible'=>'1'  'objectid'=>'4574'  'tie_line'=>'1'  'country_1'=>'AT'  'country_2'=>'CH',"(9.62402299999999, 47.286682)","(9.26147499999999, 47.353711)",AT,CH,1071341.339742752,5988994.058454819,1030982.6809946323,6000001.03479334
8254,4319,5846,380.0,2,f,f,f,25329.994598,'text_'=>'220 kV'  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6928'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7650'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(13.084717, 48.253941)","(13.029785, 48.019324)",AT,AT,1456584.0336140902,6149206.027304595,1450469.0313458343,6110070.262247995
8212,4329,4343,380.0,3,f,f,f,24626.368769,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  >= 3 Circuits'  'ogc_fid'=>'6886'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7604'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(16.358643, 48.129434)","(16.66626, 48.114767)",AT,AT,1821035.8088289492,6128415.116839434,1855279.5766283036,6125969.256266499
8250,4325,4341,380.0,2,f,f,f,78295.133873,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6924'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7645'  'tie_line'=>'0'  'country_1'=>'AT'  'country_2'=>'AT',"(14.381104, 48.114767)","(15.424805, 48.114767)",AT,AT,1600897.1743251097,6125969.256266499,1717081.43818554,6125969.256266499
